Port/Protocol Combination Counts:

Port       Protocol   Count
9791       icmp       4    
23138      udp        1    
20169      udp        2    
41979      icmp       1    
181        udp        1    
60515      udp        3    
39727      tcp        2    
52309      udp        2    
24160      icmp       1    
20549      tcp        4    
12061      tcp        2    
35399      tcp        1    
34068      icmp       1    
21988      udp        2    
16403      icmp       2    
39676      udp        2    
4952       icmp       2    
55969      tcp        2    
49274      icmp       2    
40787      udp        1    
31494      tcp        4    
36028      icmp       1    
19990      icmp       1    
25628      icmp       3    
4626       udp        4    
30376      udp        3    
61752      tcp        1    
34224      tcp        1    
20381      udp        1    
58450      tcp        3    
61582      tcp        1    
36866      udp        1    
25674      tcp        2    
3151       icmp       1    
42012      icmp       1    
59678      icmp       3    
4500       icmp       1    
23771      icmp       2    
20164      tcp        3    
8769       icmp       3    
13630      udp        3    
1519       icmp       3    
33764      tcp        2    
62710      udp        1    
12601      icmp       3    
56780      tcp        2    
57938      udp        1    
61501      icmp       2    
52492      icmp       2    
42658      udp        2    
50943      udp        2    
20456      tcp        2    
32889      udp        2    
59091      tcp        3    
63231      udp        1    
1170       tcp        2    
62895      udp        1    
60310      icmp       1    
38039      tcp        3    
34339      udp        4    
4774       tcp        2    
22659      tcp        1    
30332      icmp       1    
29329      tcp        1    
36997      icmp       2    
62314      tcp        2    
56929      udp        1    
24778      udp        1    
15536      udp        2    
51188      udp        2    
60673      udp        2    
12247      udp        2    
53176      tcp        1    
31323      icmp       4    
24475      udp        1    
34356      tcp        1    
6498       udp        1    
34136      udp        1    
50475      tcp        1    
42134      udp        1    
38579      tcp        2    
51180      icmp       5    
31149      tcp        1    
3050       icmp       3    
19181      tcp        3    
3039       tcp        3    
25027      tcp        1    
55273      udp        1    
29663      tcp        2    
46585      icmp       2    
1947       udp        2    
6015       tcp        1    
51787      icmp       1    
33901      udp        1    
60080      tcp        3    
59157      udp        1    
21628      udp        1    
17467      udp        1    
28116      tcp        3    
43686      tcp        2    
30720      tcp        1    
50832      icmp       2    
15259      icmp       3    
2447       icmp       2    
61316      udp        2    
60073      udp        1    
60733      icmp       1    
46619      tcp        2    
6024       icmp       2    
46126      tcp        3    
9056       udp        2    
51895      udp        2    
61606      udp        2    
59139      tcp        3    
62488      tcp        1    
61065      tcp        1    
58451      udp        3    
47480      tcp        2    
5487       udp        2    
49715      udp        2    
56897      udp        1    
19395      tcp        2    
54313      icmp       2    
51086      udp        2    
6127       tcp        2    
11345      tcp        2    
24449      tcp        1    
50677      icmp       2    
29747      tcp        1    
36912      udp        3    
9087       tcp        3    
54681      icmp       1    
19926      tcp        1    
54432      tcp        2    
25610      tcp        2    
49819      icmp       2    
16351      tcp        2    
41340      tcp        2    
57515      icmp       1    
4319       udp        1    
53332      tcp        1    
913        tcp        3    
46466      udp        1    
7502       udp        3    
65318      icmp       1    
16158      tcp        2    
58883      tcp        1    
52949      udp        2    
55685      udp        2    
37134      tcp        1    
15369      icmp       1    
52699      tcp        2    
18854      udp        1    
8772       udp        1    
46185      tcp        1    
25752      icmp       1    
9845       icmp       1    
42672      icmp       2    
30050      udp        1    
56390      tcp        1    
12338      icmp       2    
